qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error
wahm_046,msa,direct,fanar,arabic_centric,ماهى نسبة الزيت في حبة البركة ؟,40%,تحتوي حبة البركة، والتي تُعرف أيضًا باسم الكمون الأسود أو الحبة السوداء، على حوالي 20-30% من الزيت الأساسي. هذا الزيت معروف بخصائصه الطبية والغذائية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:15+00:00,
wahm_047,msa,direct,fanar,arabic_centric,"من هو مؤلف كتاب ""12 قاعدة للحياة""؟",جوردان بيرنت بيترسون,"مؤلف كتاب ""12 قاعدة للحياة"" هو ريتشارد باخ. لكن يُرجى ملاحظة أن هذا الكتاب قد يكون معروفاً بأسماء مختلفة بناءً على الترجمة أو النسخة، ولكن بشكل عام، يُعرف ريتشارد باخ بكتابه ""The 48 Laws of Power""، وليس ""12 قاعدة للحياة"". ربما كنت تقصد كتاباً آخر. يرجى التحقق من العنوان.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:15+00:00,
wahm_048,msa,direct,fanar,arabic_centric,من هم اليهود الأشكناز ؟,اليهود الذين ترجع أصولهم إلى أوروبا الشرقية,اليهود الأشكناز هم مجموعة من اليهود الذين يتحدثون لغات هندو أوروبية، وخاصة الألمانية واليديشية، والتي نشأت في أوروبا الوسطى والشرقية. يُعتقد أنهم ينحدرون من اليهود الذين عاشوا في منطقة الأناضول (تركيا الحديثة) قبل أن ينتشروا إلى أوروبا خلال العصور الوسطى. اليوم، يعيش معظم اليهود الأشكناز في الولايات المتحدة وإسرائيل. يُعرفون أيضًا بمعتقداتهم الدينية والتقاليد الثقافية الفريدة، مثل استخدام اللغة اليديشية في العبادة والاحتفالات.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_049,msa,direct,fanar,arabic_centric,متى توفي توماس كوهين ؟,17 حزيران 1996,توماس كوهين، الذي يُعرف بشكل أساسي بعمله في مجال علم النفس، توفي في 13 أغسطس عام 1990.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_050,msa,direct,fanar,arabic_centric,من هو كريستوفر ستيفنز؟,"اسمه الكامل جون كريستوفر ستيفينز ، ولد وترعرع في شمال كاليفورنيا[2] ،درس في جامعة ""بركلي""وعمل محامياً مختصاً بالشؤون التجارية الدولية في واشنطن قبل ان ينضم إلى الخارجية الأمريكية في عام 1991.يجيد ستيفنز اللغة العربية والفرنسية وقد نشر العديد من المقالات في القدس ودمشق والقاهرة, سفير الولايات المتحدة في ليبيا منذ مايو 2012 [2] وحتى وفاته",كريستوفر ستيفنز هو عالم كمبيوتر بريطاني معروف بعمله في مجال الذكاء الاصطناعي والتعلم الآلي. وهو أستاذ في جامعة كامبريدج وله مساهمات كبيرة في تطوير نماذج اللغة القائمة على الذكاء الاصطناعي، بما في ذلك العمل الذي أدى إلى تطوير نموذج GPT-3، الذي تم تطويره من قبل شركة OpenAI. ومع ذلك، تجدر الإشارة إلى أن كريستوفر ستيفنز ليس المطور الوحيد لـ GPT-3، حيث شارك العديد من الباحثين والمهندسين في تطويره.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_051,msa,direct,fanar,arabic_centric,ما هي العصور الوسطى؟,التسمية التي تُطلق على الفترة الزمنية في التاريخ الأوروبي التي امتّدت من القرن الخامس حتّى القرن الخامس عشر الميلادي,العصور الوسطى، والتي تُعرف أيضًا بالعصور المظلمة أو العصور الوسطى، هي فترة تاريخية امتدت من القرن الخامس إلى القرن الخامس عشر تقريبًا، بعد سقوط الإمبراطورية الرومانية الغربية وحتى بداية عصر النهضة. خلال هذه الفترة، شهدت أوروبا تغيرات كبيرة في السياسة، والاقتصاد، والثقافة، والدين. كانت العصور الوسطى فترة من التطور والتحول، حيث شهدت تأسيس ممالك جديدة، وتطور النظام الإقطاعي، وظهور الكنيسة الكاثوليكية كقوة سياسية ودينية مهيمنة. كما شهدت هذه الفترة أيضًا تطورات مهمة في العلوم، والفنون، والأدب، على الرغم من أن هذه التطورات كانت محدودة مقارنة بالعصور القديمة أو عصر النهضة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_052,msa,direct,fanar,arabic_centric,ما هو عظم الإسك؟,الجزء الأسفل والخلفي لعظم الورك,عظم الإسك، المعروف أيضًا باسم عظم العانة، هو العظم الذي يشكل الجزء الأمامي من الحوض. وهو يربط بين عظمَي الفخذين في منتصف الجسم. يُعتبر جزءًا من هيكل الحوض ويشارك في دعم وزن الجسم والمشي.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_053,msa,direct,fanar,arabic_centric,ما هو عدد آيات سورة المائدة ؟,120,عدد آيات سورة المائدة هو 120 آية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_054,msa,direct,fanar,arabic_centric,ما هو العثث؟,"مجموعة كبيرة من الحشرات القريبة من الفراشات, مجموعة كبيرة من الحشرات القريبة من الفراشات، وهي من أكثر الكائنات الحية شيوعا في العالم، حيث تتواجد في مختلف الأقاليم والمناخات","العثث هو مصطلح عامي قد يشير إلى عدة أشياء حسب السياق، لكن بشكل عام، يمكن أن يشير إلى نوع من الحشرات الصغيرة التي تتغذى على المواد النباتية، أو قد يستخدم في بعض اللهجات العربية للإشارة إلى شيء غير مرغوب فيه أو مزعج. ومع ذلك، في سياق علم الأحياء، العثث هو مصطلح غير دقيق. قد تقصد ""العث""، وهو حشرة صغيرة بلا أجنحة تنتمي إلى رتبة حرشفيات الأجنحة. يشتهر العث بتنوعه الكبير ومساهمته في التلقيح والتغذية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_055,msa,direct,fanar,arabic_centric,أين تقع مدينة أوديسا؟,"جمهورية أوكرانيا, أوكرانيا",تقع مدينة أوديسا في أوكرانيا. وهي ثالث أكبر مدينة في البلاد من حيث عدد السكان.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_056,msa,direct,fanar,arabic_centric,متى تم إنتاج الفلم العربي (صح النوم)؟,1975,"تم إنتاج الفيلم العربي ""صح النوم"" عام 1972.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_057,msa,direct,fanar,arabic_centric,متى تم عرض اول موسم من مسلسل امريكا قوت تالنت؟,يونيو من عام 2006,"تم عرض الموسم الأول من برنامج ""أمريكا غوت تالنت"" (America's Got Talent) لأول مرة في 21 يونيو 2006.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_058,msa,direct,fanar,arabic_centric,من هو الملاكم الملقب ببراون بومبر؟,جوزيف لويس بارو,"الملاكم الذي يُلقب بـ ""براون بومبر"" هو جيمس براون. ومع ذلك، يجب التنويه إلى أنه ليس هذا اللقب الأكثر شهرة له. اللقب الأكثر شهرة لجيمس براون هو ""رولينغ روكس"". لكن إذا كنت تقصد ملاكم آخر، قد يكون هناك بعض الالتباس لأن ""براون بومبر"" ليس لقبًا شائعًا في عالم الملاكمة. ولكن، إذا كنت تقصد الملاكم الأمريكي السابق جيمس براون، فقد يُطلق عليه هذا اللقب أحيانًا.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_059,msa,direct,fanar,arabic_centric,أين تقع  ولاية ساكسونيا؟,ولاية ألمانية,تقع ولاية ساكسونيا في شرق ألمانيا. وهي واحدة من الولايات الست عشرة التي تشكل جمهورية ألمانيا الاتحادية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_060,msa,direct,fanar,arabic_centric,متى تاسست جامعة أم القرى؟,1401 هـ,تأسست جامعة أم القرى في مكة المكرمة، المملكة العربية السعودية، في عام 1381 هـ الموافق لعام 1963 م.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:16+00:00,
wahm_061,msa,direct,fanar,arabic_centric,ما هي دوامة نفايات شمال المحيط الهادئ؟,"منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي، وتمتد إلى منطقة غير محددة الحدود بشكل دقيق، وذلك لاختلاف تركيز البلاستيك والنفايات على حسب المنطقة, منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي","دوامة نفايات شمال المحيط الهادئ، والتي تُعرف أيضًا باسم ""الحزام الكبير""، هي منطقة كبيرة من النفايات البحرية تقع في شمال المحيط الهادئ. إنها منطقة ذات دوران مائي قوي، مما يجعل من الصعب على النفايات أن تبتعد عن المنطقة. تتكون هذه الدوامة من مجموعة متنوعة من المواد، بما في ذلك البلاستيك، والزجاج، والورق، والمنتجات البترولية، وغيرها من المواد التي يتم التخلص منها في المحيط.

تبلغ مساحة دوامة نفايات شمال المحيط الهادئ حوالي 1.6 مليون كيلومتر مربع (620,000 ميل مربع)، وهي أكبر من مساحة ولاية تكساس. ومع ذلك، فإن كثافة النفايات ليست موحدة في جميع أنحاء المنطقة. هناك مناطق ذات تركيز أعلى من النفايات، والتي تُعرف باسم ""الكتل""، بينما توجد مناطق أخرى ذات تركيز أقل.

تُعد دوامة نفايات شمال المحيط الهادئ مصدر قلق بيئي كبير لأنها تشكل تهديدًا للأنواع البحرية، بما في ذلك الأسماك والطيور البحرية والسلاحف البحرية. يمكن أن تبتلع هذه الحيوانات النفايات، مما يؤدي إلى مشاكل صحية وحتى الموت. بالإضافة إلى ذلك، يمكن أن تتعرض النفايات للكسر إلى جزيئات أصغر، والتي يمكن أن تدخل سلسلة الغذاء وتؤثر على صحة الإنسان.

تُعد دوامة نفايات شمال المحيط الهادئ مثالًا على تأثير النشاط البشري على البيئة. إن التخلص غير المسؤول للنفايات في المحيطات يسبب ضررًا كبيرًا للأنظمة البيئية البحرية، ويؤكد على الحاجة إلى اتخاذ إجراءات لمعالجة هذه المشكلة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:21+00:00,
