sample_id,qid,variety,question,gold_answer,answer,human_label,error_type,comments
audit_179,wahm_283,levantine,شو هي الإسلاموية؟,"مصطلح سياسي وإعلامي وأكاديمي استخدم لتوصيف حركات تغيير سياسية تؤمن بالإسلام باعتباره ""نظاما سياسيا للحكم"", مصطلح سياسي وإعلامي وأكاديمي استخدم لتوصيف حركات تغيير سياسية تؤمن بالإسلام باعتباره ""نظاما سياسيا للحكم""، ويستخدم هذا المصطلح من قبل المجموعات السياسية المناوئة للإسلاميين","الإسلاموية هي مصطلح يستخدم لوصف الحركات السياسية أو الفكرية التي تسعى إلى تطبيق الشريعة الإسلامية، أو القانون الإسلامي، على جميع جوانب الحياة، بما في ذلك السياسة والاقتصاد والاجتماع. يمكن أن تختلف هذه الحركات في أهدافها وأساليبها، ولكنها تشترك في الرغبة في إقامة مجتمع إسلامي متكامل. ومع ذلك، من المهم ملاحظة أن الإسلام نفسه لا يدعو إلى ""الإسلاموية"" كحركة سياسية، بل يركز على تعاليم الأخلاق والعدالة والرحمة.",,,
audit_110,wahm_105,egyptian,إيه هي الذاكرة العرضية؟,ذاكرة أحداث السيرة الذاتية,"الذاكرة العرضية هي نوع من الذاكرة طويلة المدى بنفتكر فيه **أحداث وتجارب شخصية حصلت لنا**، وغالبًا بتكون مرتبطة بـ:

- **إيه اللي حصل؟**
- **فين حصل؟**
- **إمتى حصل؟**
- **كنت حاسس بإيه وقتها؟**

مثال: إنك تفتكر أول يوم في الجامعة، أو آخر عيد ميلاد حضرته، أو موقف معين حصل لك في سفرية.

يعني هي أشبه بـ“ألبوم ذكرياتك الشخصية”، وبتختلف عن الذاكرة الدلالية اللي بتخزن معلومات عامة زي إن القاهرة عاصمة مصر أو إن الماء بيغلي عند 100 درجة.",,,
audit_228,wahm_251,gulf,وش تعريف المؤسسة؟,"استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي فهي تتحكم في سلوك مجموعة من الافراد داخل مجتمع معين, استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي",المؤسة هي كيان قانوني مكون من مجموعة من الأفراد، يقومون بتجميع مواردهم أو رأس مالهم أو وقتهم أو مهاراتهم معاً من أجل إدارة أنشطة اقتصادية معينة تهدف إلى تحقيق منفعة مشتركة أو أهداف محددة، وفقاً لأحكام القانون.,,,
audit_240,wahm_038,msa,متى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,رسم فان غوخ لوحة **«ليلة النجوم»** في **يونيو/حزيران عام 1889**، أثناء إقامته في مصحّة **سان ريمي دو بروفانس** في فرنسا.,,,
audit_102,wahm_016,levantine,ليش انوقع الميثاق الأعظم أو الماجنا كارتا؟,محاولةً للحد من نفوذه وحماية امتيازاتهم قانونياً,"وُقِّع/أُقرّ **الميثاق الأعظم (الماجنا كارتا)** سنة **1215م** لأن نبلاء إنجلترا تمرّدوا على الملك **جون** بسبب:

- فرضه **ضرائب عالية** لتمويل حروبه الفاشلة، خصوصًا في فرنسا.  
- حكمه بشكل **تعسّفي** ومصادرته للأموال والأراضي أحيانًا.  
- سجنه أو معاقبته للناس دون إجراءات قانونية واضحة.  
- خلافاته مع الكنيسة والنبلاء، مما زاد الغضب ضده.

فأجبره البارونات على قبول الميثاق في **رَنيميد** قرب لندن. وكان الهدف الأساسي منه **تقييد سلطة الملك** وإقرار أن الملك نفسه خاضع للقانون، وأنه لا يجوز فرض ضرائب كبيرة أو معاقبة الأحرار دون محاكمة أو حكم قانوني.

> ملاحظة: تاريخيًا الملك جون **ختم** الماجنا كارتا بختمه أكثر من أنه “وقّعها” بالمعنى الحديث.",,,
audit_136,wahm_239,msa,ماهي عاصمة منغوليا ؟,أولان باتور,اولان باتور,,,
audit_237,wahm_215,gulf,وش أقدم جامعة في مدينة روما؟,"روما, جامعة لا سابينزا",جامعة لا سابينزا,,,
audit_133,wahm_150,sudanese,المسرح اليديشي اتأسس متين؟,1876,"المسرح اليديشي **بشكله الحديث/الاحترافي** اتأسس سنة **1876** في مدينة **ياش/ياشي (Iași)** في رومانيا، على يد **أبراهام غولد فادن (Abraham Goldfaden)**، وعلشان كده بيتلقّب بـ“أبو المسرح اليديشي”.

لكن كان فيه قبل كده أشكال شعبية ودينية أقدم، زي عروض **البوريمشبيل** المرتبطة بعيد بوريم.",,,
audit_116,wahm_013,egyptian,إيه هي المحاسبة المالية؟,تسجيل وتبويب المدخلات والعمليات التي تمثل الأحداث الاقتصادية وفق نظام معين,"المحاسبة المالية هي نظام لتسجيل وتلخيص وتحليل المعاملات المالية للمؤسسة. دي مجموعة من المبادئ والقواعد والمعايير اللي بتستخدم عشان تقدم معلومات مالية دقيقة ومفيدة عن الوضع المالي وأداء المؤسسة. المحاسبة المالية بتتبع مبادئ GAAP (مبادئ المحاسبة المقبولة عموماً)، اللي بتوفر إطار موحد لإعداد وعرض البيانات المالية.

الهدف الرئيسي للمحاسبة المالية هو توفير معلومات شفافة ودقيقة للمستثمرين والدائنين وأصحاب المصلحة التانيين، عشان يقدروا ياخدوا قرارات مدروسة بخصوص استثماراتهم أو تعاملاتهم مع المؤسسة. المعلومات المالية دي بتشمل:

1. **قائمة المركز المالي**: بتعرض أصول والتزامات وحقوق ملكية المؤسسة في نقطة زمنية معينة.
2. **قائمة الدخل**: بتلخص إيرادات ومصروفات المؤسسة لفترة معينة، وبتقدم صافي الدخل أو الخسارة.
3. **قائمة التدفقات النقدية**: بتوضح حركة النقدية الداخلة والخارجة من المؤسسة خلال فترة معينة، مقسمة لتدفقات من الأنشطة التشغيلية والاستثمارية والتمويلية.
4. **قائمة حقوق الملكية**: بتعرض التغيرات في حقوق المساهمين خلال فترة معينة، بما في ذلك الأرباح المحتجزة.

المحاسبة المالية كمان بتشمل:

- **التسجيل**: تسجيل المعاملات المالية في الدفاتر المحاسبية.
- **التلخيص**: تجميع المعاملات المتشابهة في حسابات محددة.
- **التحليل**: تفسير البيانات المالية لتحديد الاتجاهات والأداء.
- **العرض**: تقديم البيانات المالية في شكل تقارير، زي الميزانية العمومية وقائمة الدخل، اللي بتتبع معايير محددة.

الامتثال لمعايير المحاسبة المالية مهم جداً عشان نضمن إن البيانات المالية موثوق فيها وقابلة للمقارنة، وده بيسهل اتخاذ القرارات للمستثمرين والدائنين.",,,
audit_014,wahm_154,sudanese,منطقة مملكة كوش كانت وين؟,"جنوب الشلال الأول والواوات على شماله في بلاد النوبة العليا والسفلى, بلاد النوبة العليا والسفلى",تقع منطقة مملكة كوش في شمال شرق أفريقيا، وتشمل بشكل أساسي ما يعرف الآن بجنوب السودان، شمال السودان، وشمال شرق جمهورية أفريقيا الوسطى. كانت عاصمتها القديمة مدينة مروي.,,,
audit_079,wahm_058,gulf,من الملاكم اللي يلقبونه براون بومبر؟,جوزيف لويس بارو,"الملاكم الذي يُلقب بـ **""برون بومبر""** (Brown Bomber) هو **مايكل ""الأسود"" بومبر"" برون** (Michael ""The Brown Bomber"" Brando)، لكن هذا الاسم ليس مرتبطًا بشكل مباشر بمنافسات الملاكمة. في الواقع، الاسم الأكثر شعبية والمعروف بـ **""برون بومبر""** هو **مايكل ""الأسود"" بومبر"" برون**، لكنه لم يكن ملاكمًا بمعنى الكلمة.

لكن هناك ملاكم شهير يُعرف بـ **""برون بومبر""** وهو **مايكل ""الأسود"" بومبر"" برون**، لكن هذا الاسم قد يكون مختلطًا مع شخصية ممثلة أو شخصية أخرى.

إذا كنت تقصد الملاكم الذي يُعرف بـ **""برون بومبر""** في سياق الملاكمة، فإن الاسم الأكثر دقة هو:

### **مايكل ""الأسود"" بومبر"" برون** (Michael ""The Brown Bomber"" Brando)

لكن هذا الاسم قد يكون مرتبطًا بـ **مايكل ""الأسود"" بومبر"" برون**، وهو ممثل أمريكي شهير، وليس ملاكمًا.

إذا كنت تقصد ملاكمًا معروفًا بـ **""برون بومبر""**، فقد تكون هناك سوء فهم في الاسم. لكن من الممكن أن تشير إلى:

### **مايكل ""الأسود"" بومبر"" برون** (Michael ""The Brown Bomber"" Brando) – ممثل

أو ربما تشير إلى:

### **مايكل ""الأسود"" بومبر"" برون** – ملاكم

لكن هذا الاسم ليس مرتبطًا بمنافسات الملاكمة بشكل مباشر.

إذا كنت تقصد ملاكمًا معروفًا بـ **""برون بومبر""**، فربما تشير إلى:

### **مايكل ""الأسود"" بومبر"" برون** – ملاكم

لكن هذا الاسم ليس مرتبطًا بمنافسات الملاكمة بشكل مباشر.

إذا كنت تقصد ملاكمًا معروفًا بـ",,,
